method,dataset_size,T,queries_num,conditions,seed,runtime_sec,imp_R,diversity,query_coverage
1,500,100,100,1,1576619351,0.6065940856933594,0.2342825237297599,4.494041830893636e-07,0.85
2,500,100,100,1,1576619351,0.931272,0.377423,,0.87
1,500,100,100,1,1417650086,0.560739278793335,0.2298482360949826,4.3275699612710383e-07,0.77
2,500,100,100,1,1417650086,0.739714,0.375395,,0.77
1,500,100,100,1,212393514,0.5808241367340088,0.21848139969424155,4.762838720084872e-07,0.83
2,500,100,100,1,212393514,1.504586,0.37609,,0.83
1,500,100,100,1,407985696,0.6664221286773682,0.2246433786364147,5.306747568045722e-07,0.81
2,500,100,100,1,407985696,0.740511,0.385568,,0.8
1,500,100,100,3,234416032,4.842524290084839,0.21702041230831726,4.4405974741756893e-07,0.76
2,500,100,100,3,234416032,3.699333,0.37751,,0.73
1,500,100,100,3,1096382141,1.850874900817871,0.22276082406081305,4.210641051383135e-07,0.75
2,500,100,100,3,1096382141,3.416974,0.379463,,0.76
1,500,100,100,3,546720231,1.5872149467468262,0.2319031114298235,4.422042083618294e-07,0.83
2,500,100,100,3,546720231,5.48175,0.386901,,0.81
1,500,100,100,3,1663592615,1.0004417896270752,0.22440682977308005,4.2934465127597576e-07,0.75
2,500,100,100,3,1663592615,2.163229,0.383942,,0.75
1,500,100,100,3,1856904891,1.6468019485473633,0.22488361349017377,4.932119384015721e-07,0.84
2,500,100,100,3,1856904891,1.358424,0.381713,,0.82
1,500,100,200,1,789133423,1.5100669860839844,0.21653543307086615,3.5982606116924387e-07,0.85
2,500,100,200,1,789133423,6.363399,0.379511,,0.845
1,500,100,200,1,1239428334,1.4794690608978271,0.21784369425910022,5.055075212867521e-07,0.825
2,500,100,200,1,1239428334,2.529059,0.379499,,0.81
1,500,100,200,1,43798341,1.3311350345611572,0.2200423999730794,4.5553669858477974e-07,0.82
2,500,100,200,1,43798341,1.381007,0.377851,,0.85
1,500,100,200,1,356518474,1.4551239013671875,0.22599962099677848,4.072502911567355e-07,0.78
2,500,100,200,1,356518474,1.400837,0.380939,,0.765
1,500,100,200,1,1666378061,5.064671993255615,0.22782321877759082,4.258675023738334e-07,0.87
2,500,100,200,1,1666378061,5.528474,0.374719,,0.86
1,500,100,200,3,814993590,4.220937967300415,0.22573259290901324,4.3252293813189624e-07,0.855
2,500,100,200,3,814993590,6.694291,0.381937,,0.84
1,500,100,200,3,1714729904,4.255183935165405,0.22105737797317102,4.92077516511813e-07,0.74
2,500,100,200,3,1714729904,5.062603,0.382563,,0.75
1,500,100,200,3,1526094232,2.718238115310669,0.22840690978886757,3.715553450467368e-07,0.82
2,500,100,200,3,1526094232,4.186868,0.373743,,0.775
1,500,100,200,3,1636683300,2.8127870559692383,0.21606431174847565,4.931948882624937e-07,0.84
2,500,100,200,3,1636683300,1.762579,0.380199,,0.79
1,500,100,200,3,1233378000,0.9110279083251953,0.2173281264190355,4.783650462414357e-07,0.755
2,500,100,200,3,1233378000,1.503726,0.377411,,0.74
1,2000,400,100,1,1215833089,0.5899941921234131,0.22747347289934042,4.6620835214561396e-07,0.86
2,2000,400,100,1,1215833089,0.977336,0.437786,,0.89
1,2000,400,100,1,590726374,0.5789279937744141,0.22729891336736924,5.962693211403192e-07,0.81
2,2000,400,100,1,590726374,0.872035,0.441171,,0.85
1,2000,400,100,1,1243834857,0.5569219589233398,0.232122374924402,7.474931802420315e-07,0.86
2,2000,400,100,1,1243834857,0.883187,0.455557,,0.89
1,2000,400,100,1,197602658,0.6738669872283936,0.22754530109021048,4.6817050525227444e-07,0.85
2,2000,400,100,1,197602658,0.826938,0.435046,,0.84
1,2000,400,100,1,2069210013,0.534477949142456,0.2169221888317289,9.54140696118877e-07,0.82
2,2000,400,100,1,2069210013,0.836338,0.44561,,0.85
1,2000,400,100,3,681412047,0.5558269023895264,0.22318591101694915,5.485446454844833e-07,0.73
2,2000,400,100,3,681412047,0.90614,0.44722,,0.73
1,2000,400,100,3,1394701086,0.5359528064727783,0.22228857549726674,5.733353323211787e-07,0.83
2,2000,400,100,3,1394701086,0.914874,0.448527,,0.85
1,2000,400,100,3,1671725749,0.5421099662780762,0.22243378449986978,5.391757834649624e-07,0.88
2,2000,400,100,3,1671725749,0.989821,0.446896,,0.9
1,2000,400,100,3,1943881406,0.5784850120544434,0.21902164931416296,4.3683261352622793e-07,0.87
2,2000,400,100,3,1943881406,0.932904,0.446115,,0.9
1,2000,400,100,3,834997195,0.5423460006713867,0.2256727421667008,5.538033686081079e-07,0.9
2,2000,400,100,3,834997195,0.909177,0.44826,,0.89
1,2000,400,200,1,342393426,0.9770238399505615,0.22249743414300377,5.697372922330857e-07,0.89
2,2000,400,200,1,342393426,1.338953,0.438977,,0.885
1,2000,400,200,1,931015271,0.9129199981689453,0.23186179867788173,4.957043824305174e-07,0.89
2,2000,400,200,1,931015271,1.359317,0.444256,,0.875
1,2000,400,200,1,1725620549,0.8941600322723389,0.22156323901928343,7.206620020738796e-07,0.88
2,2000,400,200,1,1725620549,1.348117,0.45211,,0.875
1,2000,400,200,1,1290617841,0.9116039276123047,0.22392613891551258,4.805281362818548e-07,0.88
2,2000,400,200,1,1290617841,1.540578,0.44873,,0.905
1,2000,400,200,1,1924287281,0.8768858909606934,0.21828553897689537,5.026254883411241e-07,0.875
2,2000,400,200,1,1924287281,1.395813,0.438687,,0.91
1,2000,400,200,3,74728337,0.9111828804016113,0.21993902099882187,5.493438063330913e-07,0.8
2,2000,400,200,3,74728337,1.554036,0.445184,,0.785
1,2000,400,200,3,595793819,0.9117486476898193,0.21661080178954603,5.039782462468168e-07,0.84
2,2000,400,200,3,595793819,1.799787,0.449939,,0.845
1,2000,400,200,3,721562417,1.5562989711761475,0.2195942291745,4.5593110165054185e-07,0.83
2,2000,400,200,3,721562417,3.464447,0.444591,,0.835
1,2000,400,200,3,850185037,2.447840690612793,0.21185366021980298,7.351574317082665e-07,0.845
2,2000,400,200,3,850185037,7.526005,0.447133,,0.855
1,2000,400,200,3,1130316824,3.6049890518188477,0.21620982037211503,4.624614196035992e-07,0.85
2,2000,400,200,3,1130316824,10.663103,0.444588,,0.865
