method,dataset_size,T,queries_num,conditions,seed,runtime_sec,imp_R,diversity,query_coverage
1,500,100,200,1,1280804685,1.0875439643859863,0.2176815236727433,4.075512921586366e-07,0.82
1,500,100,200,3,1803069658,1.0156059265136719,0.21996735582154517,4.359670320308595e-07,0.8
1,500,100,200,3,1624406036,1.104963779449463,0.21772625947391885,4.387523324655973e-07,0.81
1,500,100,200,3,1871590941,2.0600178241729736,0.22062925170068026,4.1029779551671197e-07,0.8
1,500,100,200,3,1558850806,1.2128040790557861,0.21887898225740168,4.961427655381101e-07,0.795
1,500,100,200,3,1511940606,1.1099789142608643,0.22410386677956534,5.520564210215184e-07,0.795
1,2000,400,100,1,651226640,0.5778520107269287,0.21677983364454254,4.864199820708848e-07,0.88
1,2000,400,100,1,1978873307,0.554426908493042,0.21806669177922475,7.333249146812548e-07,0.85
1,2000,400,100,1,1625944515,0.6489388942718506,0.23478633753449177,3.6156193716774254e-07,0.83
1,2000,400,100,1,891638542,0.6927287578582764,0.21740421221752645,2.988768671219333e-06,0.92
1,2000,400,100,1,1342326990,0.6228141784667969,0.22781982628813036,6.012184500248097e-07,0.84
1,2000,400,100,3,1236447171,0.9175269603729248,0.23600841030971675,4.916708064017783e-07,0.8
1,2000,400,100,3,2050714733,0.7256476879119873,0.2225898854207823,4.186705103714772e-07,0.84
1,2000,400,100,3,1366472084,0.6082680225372314,0.2281712424383434,5.199402322020319e-07,0.87
1,2000,400,100,3,266523608,0.6526579856872559,0.22882739109934352,3.763226357200722e-07,0.83
1,2000,400,100,3,2009470632,0.6012680530548096,0.22382835101253618,3.4980179430821323e-07,0.83
1,2000,400,200,1,1008103038,1.4107279777526855,0.22440967949844728,5.298741937442841e-07,0.855
1,2000,400,200,1,1530158007,1.0469422340393066,0.21687961593633284,4.853638405633021e-07,0.875
1,2000,400,200,1,963506682,1.13993501663208,0.22013467414752388,5.341809127257235e-07,0.845
1,2000,400,200,1,1396414396,0.9366097450256348,0.2243348008348973,4.3063065180426463e-07,0.88
1,2000,400,200,1,2008478286,1.504302978515625,0.22125821685374594,5.169902699275752e-07,0.88
1,2000,400,200,3,1876451761,1.0400378704071045,0.2171725390674824,5.971149660277675e-07,0.86
1,2000,400,200,3,313695594,1.0721030235290527,0.2212907505949923,4.0342507856561127e-07,0.875
1,2000,400,200,3,98152507,0.9340901374816895,0.2222052721503539,4.1902254666048577e-07,0.87
1,2000,400,200,3,1812443809,0.9437408447265625,0.22071451926551824,5.230335818895426e-07,0.875
1,2000,400,200,3,1975087418,0.9453539848327637,0.22287169525889655,3.895570831469186e-07,0.815
